,Popularity,Title,URL,Year,Lyrics
121,1,"Hallelujah, I Love Her So",http://www.metrolyrics.com/hallelujah-i-love-her-so-lyrics-beatles.html,2006,"Let me tell you about a girl I know
She's my baby and I love her so
Every morning when the sun comes up
She brings me coffee in my favorite cup
That's why I know, yes I know
Hallelujah, I love her so
When I call her on the telephone
She says,? Baby, I'm all alone?
By the time I count from one to four
She'll be knocking on my door
In the evening when the sun goes down
And there ain't nobody else around
She kisses me and then she holds me tight
Says,? Baby everything's alright?
That's why I know, yes I know
Hallelujah, I love her so
Hallelujah, I love her so
Hallelujah, I, I love that chick so"
122,4,Happiness Is A Warm Gun,http://www.metrolyrics.com/happiness-is-a-warm-gun-lyrics-beatles.html,1990,"She's not a girl who misses much
Do do do do do do, oh yeah
She's well acquainted with the touch of the velvet hand
Like a lizard on a window pane
The man in the crowd with the multicoloured mirrors
On his hobnail boots
Lying with his eyes while his hands are busy
Working overtime
A soap impression of his wife which he ate
And donated to the National Trust
I need a fix 'cause I'm going down
Down to the bits that I left uptown
I need a fix cause I'm going down
Mother Superior jumped the gun
Mother Superior jumped the gun
Mother Superior jumped the gun
Mother Superior jumped the gun
Mother Superior jumped the gun
Mother Superior jumped the gun
Happiness (is a warm gun)
Bang Bang Shoot Shoot
Happiness (is a warm gun, momma)
Bang Bang Shoot Shoot
(When I hold you in my arms)
Oooooooooh, oh yeah!
And when I feel my finger on your trigger
Oooooooooh, oh yeah!
I know nobody can do me no harm
Oooooooooh, oh yeah!
Because
Happiness (is a warm gun, momma)
Bang Bang Shoot Shoot
Happiness (is a warm gun)
Bang Bang Shoot Shoot
Yes it is, gun!
Happiness (yes, it's) gun!
Happiness
Bang Bang Shoot Shoot
But don't you know that happiness
Happiness (is a warm gun mama)
is a warm gun, yeeeaahhh!"
123,0,Happy Christmas,http://www.metrolyrics.com/happy-christmas-lyrics-beatles.html,2000,"So this is Christmas
And what have you done?
Another year over
And a new one just begun
And so this is Christmas
I hope you have fun
The near and the dear ones
The old and the young
A very Merry Christmas
And a Happy New Year
Let's hope it's a good one
Without any fear
And so this is Christmas (War is over)
For weak and for strong (If you want it)
For rich and the poor ones (War is over)
The road is so long (Now)
And so happy Christmas (War is over)
For black and for white (If you want it)
For yellow and red ones (War is over)
Let's stop all the fight (Now)
A very Merry Christmas
And a Happy New Year
Let's hope it's a good one
Without any fear
And so this is Christmas (War is over)
And what have we done? (If you want it)
Another year over (War is over)
And a new one just begun (Now)
And so happy Christmas (War is over)
We hope you have fun (If you want it)
The near and the dear ones (War is over)
The old and the young (Now)
A very Merry Christmas
And a Happy New Year
Let's hope it's a good one
Without any fear
War is over, if you want it
War is over, now
Happy Christmas"
124,3,Have a Banana!,http://www.metrolyrics.com/have-a-banana-lyrics-beatles.html,2006,"Brian Matthew: Is that it? Is that the end?
Paul: Yeah, yeah, that's it.
John: Fade, fade!
Brian: Good track. Oh, well, we'll stop there, stop there, stop there.
John: What an end!
Brian: Quiet! All right, George.
John: Fade!
Brian: Hold it!
George: Oh, thank you.
John: Fade, you silly.
Brian: Well, we did. We did that. Oh, no! No! We've done that bit!
John: The train comes in now.
Brian: We did that.
John: Yeah.
Brian: To pove we weren't playing the record, then, you see. 'Cause, otherwise, there's no point in you being here, is there? Ha, ha, ha!
John: Yeah, we did that, 'cause it sounds just like it, don't it?
Brian: Pretty cool lot of fellows, aren't you? Here, Ringo, have a banana, catch!"
125,0,Hear Me Lord,http://www.metrolyrics.com/hear-me-lord-lyrics-beatles.html,2007,
126,5,Hello Goodbye,http://www.metrolyrics.com/hello-goodbye-lyrics-beatles.html,1996,"You say yes, I say no
You say stop and I say go go go, oh no
You say goodbye and I say hello
Hello hello
I don't know why you say goodbye, I say hello
Hello hello
I don't know why you say goodbye, I say hello
I say high, you say low
You say why and I say I don't know, oh no
You say goodbye and I say hello
(Hello goodbye hello goodbye) Hello hello
(Hello goodbye) I don't know why you say goodbye, I say hello
(Hello goodbye hello goodbye) Hello hello
(Hello goodbye) I don't know why you say goodbye
(Hello goodbye) I say hello/goodbye
Why why why why why why do you say goodbye goodbye, oh no?
You say goodbye and I say hello
Hello hello
I don't know why you say goodbye, I say hello
Hello hello
I don't know why you say goodbye, I say hello
You say yes (I say yes) I say no (But I may mean no)
You say stop (I can stay) and I say go go go (Till it's time to go), oh
Oh no
You say goodbye and I say hello
Hello hello
I don't know why you say goodbye, I say hello
Hello hello
I don't know why you say goodbye, I say hello
Hello hello
I don't know why you say goodbye, I say hello hello
Hela heba helloa
Hela heba helloa, cha cha cha
Hela heba helloa, wooo
Hela heba helloa, hela
Hela heba helloa, cha cha cha
Hela heba helloa, wooo
Hela heba helloa, cha cha cha"
127,0,Hello Little Girl,http://www.metrolyrics.com/hello-little-girl-lyrics-beatles.html,2006,"Hello little girl
Hello little girl
Hello little girl
When I see you everyday
I say, mmm mmm, hello little girl
When you're passing on your way
I say, mmm mmm, hello little girl
When I see you passing by
I cry, mmm mmm, hello little girl
When I try to catch your eye
I cry, mmm mmm, hello little girl
I send you flowers
But you don't care
You never seem to see
Me standing there
I often wonder
What you're thinking of
I hope it's me
And love, love, love
So I hope there'll come a day
When you'll say, mmm mmm
You're my little girl
It's not the first time
That it's happened to me
It's been a long, lonely time
And it's so funny, funny to see
That I'm about to lose my mi-mi-mind
So I hope there'll come a day
When you'll say, mmm mmm
You're my little girl, mmm mmm mmm
You're my little girl, mmm mmm mmm
You're my little girl, oh yeah
You're my little girl"
128,7,Help,http://www.metrolyrics.com/help-lyrics-beatles.html,1973,"Help, I need somebody
Help, not just anybody
Help, you know I need someone, help
When I was younger, so much younger than today
I never needed anybody's help in any way
But now these days are gone, I'm not so self assured
Now I find I've changed my mind and opened up the doors
Help me if you can, I'm feeling down
And I do appreciate you being round
Help me, get my feet back on the ground
Won't you please, please help me
And now my life has changed in oh so many ways
My independence seems to vanish in the haze
But every now and then I feel so insecure
I know that I just need you like I've never done before
Help me if you can, I'm feeling down
And I do appreciate you being round
Help me, get my feet back on the ground
Won't you please, please help me
When I was younger, so much younger than today
I never needed anybody's help in any way
But now these days are gone, I'm not so self assured
Now I find I've changed my mind and opened up the doors
Help me if you can, I'm feeling down
And I do appreciate you being round
Help me, get my feet back on the ground
Won't you please, please help me, help me, help me, oh"
129,0,Help! - Remastered 2009,http://www.metrolyrics.com/help-remastered-2009-lyrics-beatles.html,2019,"Help! I need somebody
Help! Not just anybody
Help! You know I need someone
Help!
When I was younger, so much younger than today
I never needed anybody's help in any way
But now these days are gone and I'm not so self assured
Now I find I've changed my min, I've opened up the doors
Help me if you can, I'm feeling down
And I do appreciate you being 'round
Help me get my feet back on the ground
Won't you please, please help me?
And now my life has changed in oh so many ways
My independence seems to vanish in the haze
But every now and then I feel so insecure
I know that I just need you like I've never done before
Help me if you can, I'm feeling down
And I do appreciate you being 'round
Help me get my feet back on the ground
Won't you please, please help me?
When I was younger, so much younger than today
I never needed anybody's help in any way
But now these days are gone, I'm not so self assured
Now I find I've changed my mind, I've opened up the doors
Help me if you can, I'm feeling down
And I do appreciate you being 'round
Help me get my feet back on the ground
Won't you please, please help me
Help me, help me, oh"
130,5,Helter Skelter,http://www.metrolyrics.com/helter-skelter-lyrics-beatles.html,1990,"When I get to the bottom I go back to the top of the slide
Where I stop and I turn and I go for a ride
Till I get to the bottom and I see you again
Yeah, yeah, yeah, heh, heh, heh, heh
But do you, don't you want me to love you?
I'm (Ahhh) coming down fast but I'm miles above you
(Ahhh) Tell me, tell me, tell me, come on tell me the answer
Well, you may be a lover but you ain't no dancer (Da, da, da, da, da, da)
Now (Daa)
Helter skelter
Helter skelter
Helter skelter
Yeah!
Woo!, hoo!
A Will you, won't you want me to make you?
(Ahhh)
I'm coming down fast but don't let me break you
(Ahhh)
Tell me, tell me, tell me the answer
You may be a lover but you ain't no dancer (Da, da, da, da)
Look out! (Da, da, daa)
Helter skelter
Helter skelter
Helter skelter
Ooh!
Look out!
Cause here she comes
Je, je
(Ahhh)
(Ahhh)
(Ahhh)
(Ahhh)
When I get to the bottom I go back to the top of the slide
And I stop and I turn and I go for a ride
And I get to the bottom and I see you again (Yeah)
Yeah, yeah, yeah, he (Yeah)
But do you, don't you want me to make you?, ah
(Ahhh)
I'm coming down fast but don't let me break you
(Ahhh)
Tell me, tell me, tell me your answer
You may be a lover but you ain't no dancer (Da, da, da, da)
Look out! (Da, da, daa)
Helter skelter
Helter skelter
Helter skelter
Well look out!
Helter skelter!
She's coming down fast
Yes she is
Yes she is
Coming down fast
(On the Helter skelter)
Whooo!, Hooo!
Â·Â·Â·
I got blisters on my fingers!"
131,5,Her Majesty,http://www.metrolyrics.com/her-majesty-lyrics-beatles.html,1990,"Her Majesty's a pretty nice girl
But she doesn't have a lot to say
Her Majesty's a pretty nice girl
But she changes from day to day
I wanna tell her that I love her a lot
But I gotta get a belly full of wine
Her Majesty's a pretty nice girl
Someday I'm gonna make her mine, oh yeah
Someday I'm gonna make her mine."
132,8,Here Comes The Sun,http://www.metrolyrics.com/here-comes-the-sun-lyrics-beatles.html,1990,
133,0,Here Comes The Sun (Live),http://www.metrolyrics.com/here-comes-the-sun-live-lyrics-beatles.html,2018,
134,0,Here Comes The Sun - Remastered 2009,http://www.metrolyrics.com/here-comes-the-sun-remastered-2009-lyrics-beatles.html,2019,"Here comes the sun, here comes the sun
And I say it's all right
Little darling, it's been a long cold lonely winter
Little darling, it feels like years since it's been here
Here comes the sun, here comes the sun
And I say it's all right
Little darling, the smiles returning to the faces
Little darling, it seems like years since it's been here
Here comes the sun, here comes the sun
And I say it's all right
Sun, sun, sun, here it comes
Sun, sun, sun, here it comes
Sun, sun, sun, here it comes
Sun, sun, sun, here it comes
Sun, sun, sun, here it comes
Little darling, I feel that ice is slowly melting
Little darling, it seems like years since it's been clear
Here comes the sun, here comes the sun
And I say it's all right
Here comes the sun, here comes the sun
It's all right, it's all right"
135,6,"Here, There And Everywhere",http://www.metrolyrics.com/here-there-and-everywhere-lyrics-beatles.html,1996,"To lead a better life
I need my love to be here
Here, making each day of the year
Changing my life with a wave of her hand
Nobody can deny that there's something there
There, running my hands through her hair
Both of us thinking how good it can be
Someone is speaking, but she doesn't know he's there
I want her everywhere
And if she's beside me I know I need never care
But to love her is to need her everywhere
Knowing that love is to share
Each one believing that love never dies
Watching her eyes and hoping I'm always there
I want her everywhere
And if she's beside me I know I need never care
But to love her is to need her everywhere
Knowing that love is to share
Each one believing that love never dies
Watching her eyes and hoping I'm always there
I will be there and everywhere
Here, there and everywhere"
136,0,Herere & Everywhere,http://www.metrolyrics.com/herere-everywhere-lyrics-beatles.html,2006,"To lead a better life I need my home to be here...
Here, making each day of the year
Changing my life with the wave of her hand
Nobody can deny that there's something there
There, running my hands through her hair
Both of us thinking how good it can be
Someone is speking but she doesn't know he's there
I want her everywhere and if she's beside me
I know I need never care
But to love her is to need her everywhere
Knowing that love is to share
Each one believing that love never dies
Watching her eyes and hoping I'm always there
I want her everywhere and if she's beside me
I know I need never care
But to love her is to need her everywhere
Knowing that love is to share
Each one believing that love never dies
Watching her eyes and hoping I'm always there
To be there and everywhere
Here, there and everywhere"
137,4,Hey Bulldog,http://www.metrolyrics.com/hey-bulldog-lyrics-beatles.html,2012,"Sheepdog
Standing in the rain
Bullfrog
Doing it again
Some kind of happiness is measured out in miles
What makes you think you're something special when you smile?
Childlike
No one understands
Jack-knife
In your sweaty hands
Some kind of innocence is measured out in years
You don't know what it's like to listen to your fears
You can talk to me
You can talk to me
You can talk to me
If you're lonely, you can talk to me
---
Big man
(Yeah?)
Walking in the park
Wigwam
Frightened of the dark
Some kind of solitude is measured out in you
You think you know me, but you haven't got a clue
You can talk to me
You can talk to me
You can talk to me
If you're lonely, you can talk to me
---
Hey!
---
Awoo
Arf, arf!
---
Hey, bulldog
(Woof!)
Hey, bulldog
Hey, bulldog
Hey, bulldog
Hey, man
What's that, boy?
Woof!
What do you say?
I said
""Woof!""
Do you know any more?
Awoo
Arf!
Ah!
Ha, ha
You've got it!
That's great!
You hit it!
That's it, man
Whoo!
That's it!
You've got it!
Ha, ha, ha
Ha, ha, ha
Don't look at me man
I only have ten children
Ah, hoo!
Aarrh
Ah-ha-ha
Aarrh
Ah-ha-ha-ha-ha-ha-ha-ha!
Quiet boy!, quiet!
Okay
Quiet!
Hey, bulldog
Hey"
138,9,Hey Jude,http://www.metrolyrics.com/hey-jude-lyrics-beatles.html,1988,"Hey Jude, don't make it bad
Take a sad song and make it better
Remember to let her into your heart
Then you can start to make it better
Hey Jude, don't be afraid
You were made to go out and get her
The minute you let her under your skin
Then you begin to make it better
And any time you feel the pain
Hey Jude, refrain
Don't carry the world upon your shoulder
For well you know that it's a fool
Who plays it cool
By making his world a little colder
Na na na naa-naa
na-na-naa naaa
Hey Jude, don't let me down
You have found her, now go and get her
(Let it out and let it in)
Remember (hey Jude) to let her into your heart
Then you can start to make it better
So let it out and let it in
Hey Jude, begin
You're waiting for someone to perform with
And don't you know that it's just you
Hey Jude, you'll do
The movement you need is on your shoulder
Na na na naa-naa
na-na-naa naaa
Yeah
Hey, Jude, don't make it bad
Take a sad song
And make it better
Remember to let her under your skin (got the wrong chord!)
Then you begin (fucking hell)
To make it better
Better, better, better, better, (I'm begging you) better
Whoa!
Yeah
Na na na na-na-na-naa (yeah, yeah, yeah, yeah, yeah, yeah)
Na-na-na-naa, hey, Jude
Na na na na-na-na-naa
Na-na-na-naa, hey, Jude
Na na na na-na-na-naa
Na-na-na-naa, hey, Jude
Na na na na-na-na-naa
Na-na-na-naa, hey, Jude
Jude, Judy, Judy, Judy, Judy, Judy
Ow! wow!
Na na na na-na-na-naa
Ow, ooh, my, my, my
Na-na-na-naa, hey, Jude
Jude, Jude, Jude, Jude, Jude
Na na na na-na-na-naa
Yeah, yeah, yeah
Na-na-na-naa, hey, Jude
Yeah, you know you can make it, Jude
Jude, you're not gonna break it
Na na na (don't make it bad, Jude) na-na-na-naa
Take a sad song and make it better
Na-na-na-naa, (oh, Jude) hey, (Jude) Jude
Hey, Jude, wo-o-ow!
Na na na na-na-na-naa (ooh, Jude)
Na-na-na-naa, (yeah) hey, Jude
(Hey, hey, hey-ey-ey)
Na na na na-na-na-naa (hey, hey)
Na-na-na-naa, (hey, hey) hey, Jude
Now, Jude, Jude, Jude, Jude, Jude, Jude
Yeah, yeah, yeah, yeah, yeah
Na na na na-na-na-naa (whoa, yeah)
Na-na-na-naa, hey, Jude
Ah nanananananana cause I wanna na na na
Na na na na-na-na-naa
Na-na-na-naa, hey, Jude
Nanananana... nanalalal ow ow
(Okay)
Na na na na-na-na-naa
Pain won't come back, Jude
Na-na-na-naa, hey, Jude
Na na na na-na-na-naa
Na-na-na-naa, hey, Jude
(Yeah)
Na na na na-na-na-naa
(Make it through)
Na-na-na-naa, hey, Jude
Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah
Na na na na-na-na-naa (yeah, yeah, yeah, yeah, yeah)
Na-na-na-naa, hey, Jude
(Good evening, ladies and gentleman)
ma ma ma ma ma ma ma ma ma ma
Na na na na-na-na-naa
Na-na-na-naa, hey, Jude
(Ooh)
Na na na na-na-na-naa (whoo)
Na-na-na-naa, hey, Jude
(Whoo)
(Well, then, a-na)
Na na na na-na-na-naa
Na-na-na-naa, hey, Jude
Na na na na-na-na-naa
Na-na-na-naa"
139,0,Hey-Hey-Hey-Hey!,http://www.metrolyrics.com/heyheyheyhey-lyrics-beatles.html,2014,
140,0,Hippy Hippy Shake,http://www.metrolyrics.com/hippy-hippy-shake-lyrics-beatles.html,2006,"For goodness sake,
I've got the hippy hippy shake.
I've got the shake,
oh the hippy hippy shake.
Oo I can't keep still
with the hippy hippy shake.
I get my fill
with that hippy hippy shake.
Oo my babe,
auw the hippy hippy shake.
Well now you shake it to the left,
you shake it to the right.
Do the hippy shake shake
with all of your might.
And you shake.
Oh you shake.
Oo my babe.
Auw the hippy hippy shake.
Well now you shake it to the left,
you shake it to the right.
Do the hippy shake shake
with all of your might.
And you shake.
Yes you shake.
Oo my babe.
Auw the hippy hippy shake.
Au the hippy hippy shake.
Yeah the hippy hippy shake.
Oh yeah."
141,2,Hold Me Tight,http://www.metrolyrics.com/hold-me-tight-lyrics-beatles.html,2006,"It feels so right now
Hold me tight
Tell me only one
And then I might
Never be the lonely one
So hold (hold) me tight (me tight)
Tonight (tonight), tonight (tonight)
It's you
You, you, you
Hold me tight
Let me go on loving you
Tonight, tonight
Making love to only you
So hold (hold) me tight (me tight)
Tonight (tonight), tonight (tonight)
It's you
You, you, you
Don't know
What it means to hold you tight
Being here alone tonight with you
It feels so right now
Hold me tight
Tell me I'm the only one
And then I might
Never be the lonely one
So hold (hold) me tight (me tight)
A-tonight (tonight), tonight (tonight)
It's you
You, you, you
Don't know
What it means to hold you tight
Being here alone tonight with you
It feels so right now
Hold me tight
Let me go on loving you
Tonight, tonight
Making love to only you
So hold (hold) a-me tight (me tight)
Tonight (tonight), tonight (tonight)
It's you
You, you, you"
142,0,Honey Don't,http://www.metrolyrics.com/honey-dont-lyrics-beatles.html,2006,
143,1,Honey Pie,http://www.metrolyrics.com/honey-pie-lyrics-beatles.html,1990,"She was a working girl
North of England way
Now she's hit the big time
In the U.S.A.
And if she could only hear me
This is what I'd say
Honey pie, you are making me crazy
I'm in love, but I'm lazy
So won't you please come home?
Oh, honey pie
My position is tragic
Come and show me the magic
Of your Hollywood song
You became a legend of the silver screen
And now the thought of meeting you
Makes me weak in the knee
Oh, honey pie
You are driving me frantic
Sail across the Atlantic
To be where you belong
Honey pie, come back to me
(Ooh)
(Yeah)
I like it like that (ooh ah)
I like this kind of
Hot kind of music
Hot kind of music
Play it to me, play it to me
Hollywood blues
Will the wind that blew her boat across the sea
Kindly send her sailing back to me?
T-t-tee
Now, honey pie
You are making me crazy
I'm in love but I'm lazy
So won't you please come home?
Come, come back to me, honey pie
Ha, ha, ha
Hoo-woo-doo ooh-ooh
Bo bo
Buh-huh-buh wa-ooh-uh bo bo
Honey pie, honey pie"
144,0,Hot As Sun,http://www.metrolyrics.com/hot-as-sun-lyrics-beatles.html,2007,(Instrumental)
145,2,How Do You Do It,http://www.metrolyrics.com/how-do-you-do-it-lyrics-beatles.html,2006,"How do you do
what you do to me?
I wish I knew,
if I knew how you do it to me
I'd do it to you.
How do you do
what you do to me?
I'm feeling blue,
wish I knew how you do it to me
but I haven't a clue.
You give me a feeling in my heart,
like an arrow piercing through it.
I suppose that you think you're very smart,
but won't you tell me how do you do it?
How do you do
what you do to me?
I wish I knew,
if I knew how you do it to me
I'd do it to you.
You give me a feeling in my heart,
like an arrow piercing through it.
I suppose that you think you're very smart,
but won't you tell me how do you do it?
How do you do
what you do to me?
I wish I knew,
wish I knew how you do it to me
I'd do it to you.
Wish I knew how you do it to me,
I'd do it to you.
Wish I knew how you do it to me,
I'd do it to you"
146,7,I Am The Walrus,http://www.metrolyrics.com/i-am-the-walrus-lyrics-beatles.html,1996,"I am he as you are he as you are me and we are all together
See how they run like pigs from a gun, see how they fly
I'm crying
Sitting on a cornflake, waiting for the van to come
Corporation tee-shirt, stupid bloody Tuesday
Man, you been a naughty boy, you let your face grow long
I am the eggman, they are the eggmen
I am the walrus, goo goo g'joob.
Mister City Policeman sitting pretty little policemen in a row
See how they fly like Lucy in the Sky, see how they run
I'm crying, I'm crying
I'm crying, I'm crying
Yellow matter custard, dripping from a dead dog's eye
Crabalocker fishwife, pornographic priestess
Boy, you been a naughty girl you let your knickers down
I am the eggman, they are the eggmen
I am the walrus, goo goo g'joob
Sitting in an English garden waiting for the sun
If the sun don't come, you get a tan from standing in the English rain
I am the eggman, they are the eggmen
I am the walrus, goo goo g'joob g'goo goo g'joob
Expert textpert choking smokers don't you thing the joker laughs at you?
See how they smile like pigs in a sty, see how they snied
I'm crying
Semolina pilchard, climbing up the Eiffel Tower
Elementary penguin singing Hari Krishna
Man, you should have seen them kicking Edgar Allan Poe
I am the eggman, they are the eggmen
I am the walrus, goo goo g'joob g'goo goo g'joob
Goo goo g'joob g'goo goo g'joob g'goo..."
147,1,I Call Your Name,http://www.metrolyrics.com/i-call-your-name-lyrics-beatles.html,1988,"I call your name
But you're not there
Was I to blame
For being unfair?
Oh, I can't sleep at night
Since you've been gone
I never weep at night
I can't go on
Don't you know I can't take it?
I don't know who can
I'm not gonna ma-a-ake it
I'm not that kind of man
Oh, I can't sleep at night
But just the same
I never weep at night
I call your name
Ow!
Don't you know I can't take it?
I don't know who can
I'm not gonna ma-a-ake it
I'm not that kind of ma'
Oh, I can't sleep at night
Bu-but just the same
I never weep at night
I call your name
I call your name
I call your name
Whoo!
I call your name
I call your"
148,0,I Don't Want To Spoil The Party,http://www.metrolyrics.com/i-dont-want-to-spoil-the-party-lyrics-beatles.html,2014,"I don't want to spoil the party so I'll go
I would hate my disappointment to show
There's nothing for me here so I will disappear
If she turns up while I'm gone please let me know
I've had a drink or two and I don't care
There's no fun in what I do if she's not there
I wonder what went wrong I've waited far too long
I think I'll take a walk and look for her
Though tonight she's made me sad
I still love her
If I find her I'll be glad
I still love her
I don't want to spoil the party so I'll go
I would hate my disappointment to show
There's nothing for me here so I will disappear
If she turns up while I'm gone please let me know
Though tonight she's made me sad
I still love her
If I find her I'll be glad
I still love her
Though I've had a drink or two and I don't care
There's no fun in what I do if she's not there
I wonder what went wrong I've waited far too long
I think I'll take a walk and look for her"
149,5,I Feel Fine,http://www.metrolyrics.com/i-feel-fine-lyrics-beatles.html,1973,"Baby's good to me, you know
She's happy as can be, you know
She said so
I'm in love with her and I feel fine
Baby says she's mine, you know
She tells me all the time, you know
She said so
I'm in love with her and I feel fine
I'm so glad that she's my little girl (ooh-ooh)
She's so glad she's telling all the world (ooh-ooh)
That her baby buys her things, you know
He buys her diamond rings, you know
She said so
She's in love with me and I feel fine
Baby says she's mine, you know
She tells me all the time, you know
She said so
I'm in love with her and I feel fine
I'm so glad that she's my little girl (ooh-ooh)
She's so glad she's telling all the world (ooh-ooh)
That her baby buys her things, you know
He buys her diamond rings, you know
She said so
She's in love with me and I feel fine
She's in love with me and I feel fine"
150,0,I Forgot To Remember To Forget,http://www.metrolyrics.com/i-forgot-to-remember-to-forget-lyrics-beatles.html,2006,"I forgot to remember to forget her,
I can't seem to get her off my mind.
I thought I'd never miss her,
but I've found out somehow
I think about her almost all the time.
Well the day she went away
I made myself I promise
that I'd soon forget we'd ever met.
But something sure is wrong
'cos I'm so blue and lonely:
I forgot to remember to forget.
Well the day she went away
I made myself I promise
that I'd soon forget we'd ever met.
But something sure is wrong
'cos I'm so blue and lonely:
I forgot to remember to forget."
151,0,I Got A Woman,http://www.metrolyrics.com/i-got-a-woman-lyrics-beatles.html,2006,"Well, I got a woman, way on the town
She's good to me, oh, yeah
Said, I got a woman, way on the town
good to me, oh, yeah
She gives me money, when i dime need
Yes, she's the kind, read indeed
Said, I got a woman, way 'cross town
She's good for me, oh, yeah
She say she love me early in the morning
Just for me, oh, yeah
She say she love me early in the morning
Just for me, oh, yeah
She say she love me, just for me
yes, she love me so tenderly
Said, I got a woman, way 'cross town
She's good to me, oh, yeah
She's there to love me, all day and night
Never grumbles or fusses, just treats me right
Never running in the streets, leaving me alone
She knows a woman's place is right back there
With a hand around the home
Got a woman, way 'cross town
She's good to me, oh, yeah
Well, I got a woman, way 'cross town
She's good to me, oh, yeah
Well, she's my baby, don't you understand
That I, I, I, I, I'm her loving man?
Said, I got a woman, way 'cross town
She's good to me, oh, oh, yeah
Well, it's all right
Well, it's all right
I got a woman, way 'cross time
She's good to me, oh, oh, oh, yeah"
152,0,I Got To Find My Baby,http://www.metrolyrics.com/i-got-to-find-my-baby-lyrics-beatles.html,2006,"I'm gonna search this town,
from door to door.
The love I crave
I can't find no more.
I got to find my baby,
I declare there ain't no lie.
I ain't had no real good loving
since that woman said goodbye.
You know I hate to see the sun
sinking to the west,
'cos I know my whole life's
gonna be one solid mess.
I got to find my baby,
I declare there ain't no lie.
I ain't had no real good loving
since that woman said goodbye.
Well ever since the day
that she said we were through,
I've been nervous
and shook up too.
I got to find my baby,
I declare there ain't no lie.
I had no real good loving
since that woman said goodbye.
Well I don't care if the last thing
I ever do in my life,
is to find that little woman
make her my wife.
I got to find my baby,
I declare there ain't no lie.
I had no real good loving
since that woman said goodbye."
153,0,I Just Don't Understand,http://www.metrolyrics.com/i-just-dont-understand-lyrics-beatles.html,2006,"Well you call me your baby
When you hold in my hand
But the way that you hurt me
I just don't understand
Well you say that you need me
Like an ocean needs sand
But the way you deceive me
I just don't understand
Well you know that I love you
More than anyone can
But a one-sided love
I just don't understand
Well you know that I love you
More than anyone can
But a one-sided love
I just don't understand
Well you call me your baby
When you hold in my hand
Oh how you can hurt me
I just don't understand."
154,3,I Me Mine,http://www.metrolyrics.com/i-me-mine-lyrics-beatles.html,1990,
155,3,I Need You,http://www.metrolyrics.com/i-need-you-lyrics-beatles.html,2014,"You don't realize how much I need you,
love you all the time
and never leave you.
Please come on back to me.
I'm lonely as can be.
I need you.
Said you had a thing or two to tell me.
how was I to know
you would upset me?
I didn't realize
as I looked in your eyes
you told me, oh yes, you told me you don't want my lovin' anymore.
That's when it hurt me and feeling like this
I just can't go on anymore.
Please remember how I feel about you,
I could never really live without you
so, come on back and see
just what you mean to me.
I need you.
But when you told me
You don't want my lovin' anymore.
That's when it hurt me
And feeling like this,
I just can't go on anymore.
Please remember how I feel
About you.
I could never really live
Without you.
So, come on back and see
Just what you mean to me.
I need you.
I need you.
I need you."
156,5,I Saw Her Standing There,http://www.metrolyrics.com/i-saw-her-standing-there-lyrics-beatles.html,2006,"One, Two, Three, Four
---
Well she was just seventeen
You know what I mean
And the way she looked
Was way beyond compare
So how could I dance with another
Oh!
When I saw her standing there
Well she looked at me
And I, I could see
That before too long
I'd fall in love with her
She wouldn't dance with another
Woo!
When I saw her standing there
Well my heart went boom
When I crossed that room
And I held her hand
In mine
Well, we danced through the night
And we held each other tight
And before too long
I fell in love with her
Now I'll never dance with another
Woo!
Since I saw her standing there
Ahh!
Ah, ah, ah
---
Well my heart went boom
When I crossed that room
And I held her hand
In mine
Ohh! (Woaw!)
We danced through the night
And we held each other tight
And before too long
I fell in love with her
Now I'll never dance with another
Ooh!
Since I saw her standing there
Whoa, since I saw her standing there
Yeah, well since I saw her standing there"
157,4,I Should Have Known Better,http://www.metrolyrics.com/i-should-have-known-better-lyrics-beatles.html,2014,"I
Should have known better with a girl like you
That I would love everything that you do
And I do
Hey hey hey
And I do
Whoa, whoa, I
Never realised what a kiss could be
This could only happen to me
Can't you see, can't you see?
That when I tell you that I love you
Oh
You're gonna say you love me too-oo-oo-oo-oo
Oh
And when I ask you to be mine-ha-ha-hain
You're gonna say you love me too
So-o I
Should have realised a lot of things before
If this is love you gotta give me more
Give me more
Hey hey hey
Give me more
Whoa, whoa, I
Never realised what a kiss could be
This could only happen to me
Can't you see, can't you see?
That when I tell you that I love you
Oh
You're gonna say you love me too-oo-oo-oo-oo
Oh
And when I ask you to be mine-ha-ha-hain
You're gonna say you love me too
You love me too
You love me too
You love me too"
